Log		avg_mem	avg_stacksize	avg_totalsize	cmd	context_swaps	exitcode	forced_context_switches	fs_input	fs_output	max_mem	page_faults_majors	page_faults_minor	pagesize	rcpu	shmem	signals_rx	socket_messages_rx	socket_messages_tx	stime	unsharedmem	utime	vol_context_switches	wall
Makefile.1379013085.21606		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr20-22.pairwise -d 120916 -c 20 -x 22 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14194	4096	38%	0	0	0	0	0.08	0	0.75	217	0:02.19
Makefile.1379013087.16804		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-1.pairwise -d 120916 -c 21 -x 1 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14200	4096	31%	0	0	0	0	0.05	0	0.71	223	0:02.41
Makefile.1379013089.20658		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-2.pairwise -d 120916 -c 21 -x 2 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14203	4096	28%	0	0	0	0	0.05	0	0.47	215	0:01.83
Makefile.1379013091.26224		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-3.pairwise -d 120916 -c 21 -x 3 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14197	4096	31%	0	0	0	0	0.06	0	0.68	222	0:02.37
Makefile.1379013094.27708		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-4.pairwise -d 120916 -c 21 -x 4 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14187	4096	35%	0	0	0	0	0.04	0	0.69	212	0:02.11
Makefile.1379013096.12351		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-5.pairwise -d 120916 -c 21 -x 5 -s 120916 -l 120916.int.bed"	0	0	33	0	38328	29504	0	14200	4096	34%	0	0	0	0	0.04	0	0.38	210	0:01.25
Makefile.1379013097.13958		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-6.pairwise -d 120916 -c 21 -x 6 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29488	0	14181	4096	29%	0	0	0	0	0.06	0	0.70	195	0:02.53
Makefile.1379013100.19040		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-7.pairwise -d 120916 -c 21 -x 7 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14200	4096	32%	0	0	0	0	0.06	0	0.75	181	0:02.51
Makefile.1379013102.18681		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-8.pairwise -d 120916 -c 21 -x 8 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14190	4096	34%	0	0	0	0	0.07	0	0.76	238	0:02.42
Makefile.1379013105.32051		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-9.pairwise -d 120916 -c 21 -x 9 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14201	4096	37%	0	0	0	0	0.07	0	0.76	231	0:02.22
Makefile.1379013107.26219		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-10.pairwise -d 120916 -c 21 -x 10 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14195	4096	39%	0	0	0	0	0.06	0	0.51	287	0:01.48
Makefile.1379013108.20420		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-11.pairwise -d 120916 -c 21 -x 11 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14204	4096	34%	0	0	0	0	0.04	0	0.70	181	0:02.19
Makefile.1379013111.11312		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-12.pairwise -d 120916 -c 21 -x 12 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14205	4096	33%	0	0	0	0	0.06	0	0.61	216	0:02.04
Makefile.1379013113.30208		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-13.pairwise -d 120916 -c 21 -x 13 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14189	4096	37%	0	0	0	0	0.06	0	0.69	159	0:02.04
Makefile.1379013115.21517		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-14.pairwise -d 120916 -c 21 -x 14 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29488	0	14197	4096	37%	0	0	0	0	0.06	0	0.69	180	0:02.01
Makefile.1379013117.16458		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-15.pairwise -d 120916 -c 21 -x 15 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29504	0	14207	4096	37%	0	0	0	0	0.06	0	0.77	175	0:02.24
Makefile.1379013119.486		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-16.pairwise -d 120916 -c 21 -x 16 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14196	4096	37%	0	0	0	0	0.06	0	0.77	174	0:02.26
Makefile.1379013121.28603		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-17.pairwise -d 120916 -c 21 -x 17 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29504	0	14199	4096	36%	0	0	0	0	0.06	0	0.76	183	0:02.25
Makefile.1379013124.2034		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-18.pairwise -d 120916 -c 21 -x 18 -s 120916 -l 120916.int.bed"	0	0	58	0	38328	29504	0	14198	4096	37%	0	0	0	0	0.05	0	0.76	176	0:02.20
Makefile.1379013126.7900		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-19.pairwise -d 120916 -c 21 -x 19 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29504	0	14201	4096	36%	0	0	0	0	0.05	0	0.74	207	0:02.21
Makefile.1379013128.9918		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-20.pairwise -d 120916 -c 21 -x 20 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29504	0	14202	4096	27%	0	0	0	0	0.07	0	0.48	219	0:02.03
Makefile.1379013130.4328		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-21.pairwise -d 120916 -c 21 -x 21 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29488	0	14195	4096	37%	0	0	0	0	0.09	0	0.66	228	0:02.01
Makefile.1379013132.13551		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr21-22.pairwise -d 120916 -c 21 -x 22 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14194	4096	27%	0	0	0	0	0.05	0	0.48	223	0:01.94
Makefile.1379013134.18788		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-1.pairwise -d 120916 -c 22 -x 1 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14187	4096	29%	0	0	0	0	0.07	0	0.75	221	0:02.78
Makefile.1379013137.15545		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-2.pairwise -d 120916 -c 22 -x 2 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14201	4096	38%	0	0	0	0	0.07	0	0.75	181	0:02.15
Makefile.1379013139.14331		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-3.pairwise -d 120916 -c 22 -x 3 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29504	0	14202	4096	35%	0	0	0	0	0.08	0	0.75	200	0:02.33
Makefile.1379013142.9783		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-4.pairwise -d 120916 -c 22 -x 4 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14187	4096	40%	0	0	0	0	0.08	0	0.75	166	0:02.06
Makefile.1379013144.9543		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-5.pairwise -d 120916 -c 22 -x 5 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14189	4096	41%	0	0	0	0	0.06	0	0.80	178	0:02.06
Makefile.1379013146.4400		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-6.pairwise -d 120916 -c 22 -x 6 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29504	0	14177	4096	33%	0	0	0	0	0.06	0	0.68	196	0:02.24
Makefile.1379013148.2887		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-7.pairwise -d 120916 -c 22 -x 7 -s 120916 -l 120916.int.bed"	0	0	42	0	38328	29504	0	14190	4096	29%	0	0	0	0	0.08	0	0.74	203	0:02.84
Makefile.1379013151.7599		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-8.pairwise -d 120916 -c 22 -x 8 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14202	4096	39%	0	0	0	0	0.09	0	0.72	175	0:02.08
Makefile.1379013153.9702		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-9.pairwise -d 120916 -c 22 -x 9 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14182	4096	36%	0	0	0	0	0.08	0	0.74	187	0:02.23
Makefile.1379013156.32708		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-10.pairwise -d 120916 -c 22 -x 10 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14181	4096	41%	0	0	0	0	0.07	0	0.72	178	0:01.93
Makefile.1379013158.19241		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-11.pairwise -d 120916 -c 22 -x 11 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29504	0	14202	4096	37%	0	0	0	0	0.07	0	0.73	179	0:02.17
Makefile.1379013160.13712		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-12.pairwise -d 120916 -c 22 -x 12 -s 120916 -l 120916.int.bed"	0	0	43	0	38328	29504	0	14195	4096	42%	0	0	0	0	0.06	0	0.77	224	0:01.97
Makefile.1379013162.4173		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-13.pairwise -d 120916 -c 22 -x 13 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14205	4096	34%	0	0	0	0	0.05	0	0.70	176	0:02.19
Makefile.1379013164.6862		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-14.pairwise -d 120916 -c 22 -x 14 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29504	0	14207	4096	40%	0	0	0	0	0.07	0	0.65	210	0:01.79
Makefile.1379013166.23273		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-15.pairwise -d 120916 -c 22 -x 15 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29504	0	14205	4096	36%	0	0	0	0	0.07	0	0.70	198	0:02.09
Makefile.1379013168.23320		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-16.pairwise -d 120916 -c 22 -x 16 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14202	4096	41%	0	0	0	0	0.05	0	0.78	178	0:02.03
Makefile.1379013170.28210		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-17.pairwise -d 120916 -c 22 -x 17 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14200	4096	35%	0	0	0	0	0.05	0	0.75	185	0:02.28
Makefile.1379013172.1732		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-18.pairwise -d 120916 -c 22 -x 18 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14203	4096	32%	0	0	0	0	0.07	0	0.67	196	0:02.26
Makefile.1379013175.20837		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-19.pairwise -d 120916 -c 22 -x 19 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14196	4096	40%	0	0	0	0	0.08	0	0.76	213	0:02.07
Makefile.1379013177.4338		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-20.pairwise -d 120916 -c 22 -x 20 -s 120916 -l 120916.int.bed"	0	0	54	0	38328	29488	0	14202	4096	38%	0	0	0	0	0.06	0	0.76	187	0:02.15
Makefile.1379013179.17283		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-21.pairwise -d 120916 -c 22 -x 21 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14195	4096	36%	0	0	0	0	0.08	0	0.74	183	0:02.25
Makefile.1379013181.12860		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr22-22.pairwise -d 120916 -c 22 -x 22 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14192	4096	39%	0	0	0	0	0.08	0	0.74	181	0:02.10
